time,posttime,package,uid,type,schedulingon
1527476403819,1527476212055,com.kakao.talk,10194,0,0
1527476403820,1527475876593,com.kakao.talk,10194,0,0
1527476403823,1527475694782,kr.co.rinasoft.howuse,10251,0,0
1527479445019,1527478500075,com.kakao.talk,10194,0,0
1527479445019,1527478499480,com.kakao.talk,10194,0,0
1527479445023,1527476434210,kr.co.rinasoft.howuse,10251,0,0
1527498215109,1527498198845,com.blinkslabs.blinkist.android,10305,0,0
1527498215110,1527498031092,com.nhn.android.music,10210,0,0
1527498215111,1527497618748,kr.co.rinasoft.howuse,10251,0,0
1527498215112,1527497635776,msnl.unist.smartpushscheduler,10310,0,0
1527498287012,1527498232098,android,1000,0,0
1527498656213,1527498469859,com.nhn.android.music,10210,0,0
1527498656216,1527498289031,kr.co.rinasoft.howuse,10251,0,0
1527499258263,1527498851258,com.nhn.android.music,10210,0,0
1527499258265,1527498660237,kr.co.rinasoft.howuse,10251,0,0
1527499784219,1527499783419,com.kakao.talk,10194,0,0
1527499784229,1527499693166,com.nhn.android.music,10210,0,0
1527501579895,1527501577290,com.kakao.talk,10194,0,0
1527501579898,1527500251267,com.kakao.talk,10194,0,0
1527501579898,1527501233388,com.nhn.android.music,10210,0,0
1527501579899,1527499996560,com.samsung.android.incallui,1001,0,0
1527501579900,1527500122493,com.google.android.apps.maps,10153,0,0
1527501579901,1527500040928,kr.co.rinasoft.howuse,10251,0,0
1527502841971,1527502448150,com.kakao.talk,10194,0,0
1527502841974,1527502227429,com.kakao.talk,10194,0,0
1527502841981,1527501842235,flipboard.boxer.app,10118,0,0
1527502977678,1527502867242,com.kakao.talk,10194,0,0
1527502977687,1527502861004,kr.co.rinasoft.howuse,10251,0,0
1527503111649,1527503027012,kr.co.rinasoft.howuse,10251,0,0
1527504127033,1527504126691,com.kakao.talk,10194,0,0
1527504127036,1527504114383,com.kakao.talk,10194,0,0
1527504127038,1527503164045,kr.co.rinasoft.howuse,10251,0,0
1527504171945,1527504171673,com.kakao.talk,10194,0,0
1527504171948,1527504171709,com.kakao.talk,10194,0,0
1527504190020,1527504189563,com.kakao.talk,10194,0,0
1527504190022,1527504189978,com.kakao.talk,10194,0,0
1527504190022,1527504185110,com.kakao.talk,10194,0,0
1527508406743,1527507979115,com.kakao.talk,10194,0,0
1527508406744,1527507978706,com.kakao.talk,10194,0,0
1527508406745,1527505407462,com.kakao.talk,10194,0,0
1527508406751,1527504191983,kr.co.rinasoft.howuse,10251,0,0
1527508771838,1527508746945,com.kakao.talk,10194,0,0
1527508771839,1527508746385,com.kakao.talk,10194,0,0
1527510045806,1527508911263,com.google.android.gm,10125,0,0
1527510045808,1527508911298,com.google.android.gm,10125,0,0
1527510045811,1527508823694,com.sirma.mobile.bible.android,10204,0,0
1527512136779,1527511039155,com.kakao.talk,10194,0,0
1527512136780,1527511823362,com.sirma.mobile.bible.android,10204,0,0
1527512136785,1527512105956,kr.co.rinasoft.howuse,10251,0,0
1527512403047,1527512402449,kr.co.rinasoft.howuse,10251,0,0
1527512403066,1527512401230,com.sec.android.app.clockpackage,10176,0,0
1527512403070,1527512194318,kr.co.rinasoft.howuse,10251,0,0
1527540995167,1527515128101,com.google.android.gm,10125,0,0
1527540995169,1527515128167,com.google.android.gm,10125,0,0
1527540995169,1527515128128,com.google.android.gm,10125,0,0
1527540995171,1527536140343,com.sec.android.app.samsungapps,10025,0,0
1527540995177,1527521709352,kr.co.rinasoft.howuse,10251,0,0
1527540995178,1527521719073,msnl.unist.smartpushscheduler,10310,0,0
1527541158956,1527541048100,com.sec.android.app.samsungapps,10025,0,0
1527541158961,1527541042927,com.sec.android.app.samsungapps,10025,0,0
1527541158966,1527541049303,msnl.unist.smartpushscheduler,10310,0,0
1527541164880,1527541158980,msnl.unist.smartpushscheduler,10310,0,0
1527543591181,1527541185307,msnl.unist.smartpushscheduler,10310,0,0
1527544804489,1527544802516,msnl.unist.smartpushscheduler,10310,0,0
1527544804490,1527544801382,com.sec.android.app.clockpackage,10176,0,0
1527544804491,1527543591297,kr.co.rinasoft.howuse,10251,0,0
1527545598696,1527544853895,msnl.unist.smartpushscheduler,10310,0,0
1527545598700,1527544862598,kr.co.rinasoft.howuse,10251,0,0
1527546348460,1527546342466,com.google.android.gm,10125,0,0
1527546348462,1527546342499,com.google.android.gm,10125,0,0
1527546348466,1527546206852,kr.co.rinasoft.howuse,10251,0,0
1527546602061,1527546601061,com.sec.android.app.clockpackage,10176,0,0
1527547224604,1527547220632,com.google.android.gm,10125,0,0
1527547224605,1527547220669,com.google.android.gm,10125,0,0
1527547419795,1527547231658,kr.co.rinasoft.howuse,10251,0,0
1527547716293,1527547600477,kr.co.rinasoft.howuse,10251,0,0
1527548314663,1527548314090,com.kakao.talk,10194,0,0
1527548314670,1527548258610,kr.co.rinasoft.howuse,10251,0,0
1527548402197,1527548401059,com.sec.android.app.clockpackage,10176,0,0
1527548798843,1527548602612,com.nhn.android.music,10210,0,0
1527548798847,1527548472773,kr.co.rinasoft.howuse,10251,0,0
1527549259763,1527548800893,com.nhn.android.music,10210,0,0
1527550012613,1527550010337,com.kakao.talk,10194,0,0
1527550012616,1527549950636,com.nhn.android.music,10210,0,0
1527550075856,1527550017529,kr.co.rinasoft.howuse,10251,0,0
1527550201908,1527550076878,com.nhn.android.music,10210,0,0
1527550201910,1527550200770,com.sec.android.app.clockpackage,10176,0,0
1527550534580,1527550470531,com.facebook.katana,10275,0,0
1527550694780,1527550538605,com.nhn.android.music,10210,0,0
1527550694781,1527550553723,kr.co.rinasoft.howuse,10251,0,0
1527550777570,1527550695357,com.nhn.android.music,10210,0,0
